# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:616,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
128 129 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
129 130 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
130 131 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
131 132 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
132 133 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
133 134 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
134 135 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
135 136 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
136 137 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
137 138 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
138 139 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
139 140 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
140 141 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
141 142 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
142 143 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
143 144 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
144 145 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
145 146 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
146 147 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
147 148 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
148 149 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
149 150 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
150 151 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
151 152 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
152 153 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
153 154 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
154 155 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
155 156 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
156 157 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
157 158 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
158 159 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
159 160 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
160 161 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
161 162 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
162 163 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
163 164 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
164 165 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
165 166 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
166 167 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
167 168 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
168 169 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
169 170 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
170 171 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
171 172 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
172 173 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
173 174 2.7377e+00 2.5576e+00 2.7300e+00 2.9453e+00
174 175 2.7389e+00 2.5576e+00 2.7300e+00 2.9462e+00
175 176 2.8340e+00 2.5576e+00 2.7347e+00 5.5077e+00
176 177 3.2594e+00 2.5767e+00 2.7573e+00 5.7679e+00
177 178 4.4626e+00 2.5914e+00 5.5047e+00 6.0407e+00
178 179 5.0599e+00 2.6525e+00 5.5226e+00 6.0461e+00
179 180 5.5658e+00 5.0536e+00 5.5456e+00 6.0539e+00
180 181 5.6042e+00 5.0751e+00 5.5467e+00 6.0539e+00
181 182 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
182 183 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
183 184 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
184 185 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
185 186 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
186 187 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
187 188 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
188 189 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
189 190 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
190 191 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
191 192 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
192 193 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
193 194 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
194 195 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
195 196 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
196 197 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
197 198 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
198 199 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
199 200 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
200 201 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
201 202 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
202 203 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
203 204 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
204 206 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
206 207 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
207 208 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
208 210 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
210 211 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
211 212 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
212 213 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
213 214 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
214 215 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
215 216 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
216 217 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
217 218 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
218 219 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
219 220 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
220 221 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
221 222 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
222 223 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
223 224 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
224 225 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
225 226 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
226 227 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
227 228 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
228 229 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
229 230 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
230 231 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
231 232 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
232 233 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
233 234 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
234 235 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
235 236 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
236 237 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
237 238 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
238 239 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
239 240 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
240 241 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
241 242 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
242 243 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
243 244 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
244 246 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
246 247 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
247 248 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
248 249 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
249 250 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
250 251 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
251 252 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
252 253 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
253 254 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
254 255 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
255 256 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
256 257 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
257 258 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
258 259 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
259 260 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
260 261 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
261 263 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
263 264 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
264 265 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
265 266 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
266 267 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
267 268 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
268 269 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
269 270 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
270 271 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
271 272 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
272 273 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
273 274 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
274 275 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
275 276 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
276 277 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
277 278 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
278 279 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
279 280 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
280 281 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
281 282 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
282 283 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
283 284 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
284 285 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
285 286 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
286 287 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
287 288 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
288 289 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
289 290 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
290 291 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
291 292 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
292 293 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
293 294 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
294 295 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
295 296 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
296 297 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
297 298 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
298 299 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
299 300 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
300 301 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
301 302 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
302 303 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
303 305 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
305 306 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
306 307 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
307 308 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
308 309 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
309 310 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
310 311 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
311 312 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
312 313 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
313 314 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
314 315 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
315 316 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
316 319 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
319 320 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
320 321 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
321 322 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
322 323 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
323 324 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
324 325 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
325 326 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
326 327 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
327 328 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
328 330 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
330 331 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
331 332 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
332 333 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
333 334 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
334 335 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
335 336 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
336 337 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
337 339 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
339 340 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
340 341 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
341 342 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
342 343 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
343 346 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
346 347 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
347 348 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
348 349 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
349 350 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
350 351 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
351 352 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
352 353 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
353 356 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
356 357 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
357 358 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
358 359 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
359 360 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
360 361 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
361 362 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
362 363 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
363 364 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
364 365 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
365 366 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
366 367 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
367 370 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
370 371 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
371 372 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
372 373 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
373 374 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
374 375 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
375 376 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
376 377 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
377 378 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
378 379 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
379 380 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
380 381 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
381 382 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
382 383 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
383 384 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
384 385 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
385 386 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
386 387 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
387 388 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
388 389 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
389 390 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
390 391 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
391 392 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
392 393 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
393 394 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
394 395 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
395 396 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
396 397 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
397 399 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
399 400 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
400 401 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
401 402 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
402 403 5.6049e+00 5.0751e+00 5.5467e+00 6.0539e+00
